area_type,location,Area,bath,balcony,price,bhk,area_per_bhk
Super built-up  Area,Dasanapura,814.0,2.0,2.0,42.0,2,407.0
Built-up  Area,Dodda Nekkundi,1145.0,2.0,2.0,46.5,2,572.5
Super built-up  Area,Varthur,965.0,2.0,2.0,34.0,2,482.5
Built-up  Area,Banashankari,1300.0,2.0,2.0,55.0,3,433.3333333333333
Super built-up  Area,1st Phase JP Nagar,1590.0,3.0,3.0,131.0,3,530.0
Super built-up  Area,Begur Road,644.0,1.0,1.0,40.0,1,644.0
Super built-up  Area,Whitefield,982.0,2.0,2.0,37.0,2,491.0
Super built-up  Area,other,1555.0,3.0,3.0,75.17,3,518.3333333333334
Super built-up  Area,Electronics City Phase 1,1085.0,2.0,2.0,46.0,2,542.5
Built-up  Area,Thanisandra,1595.0,3.0,3.0,110.0,3,531.6666666666666
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2,598.0
Super built-up  Area,Yelahanka,1859.0,3.0,3.0,108.0,3,619.6666666666666
Super built-up  Area,9th Phase JP Nagar,1079.0,2.0,2.0,60.0,2,539.5
Super built-up  Area,Whitefield,1118.0,2.0,2.0,42.0,2,559.0
Super built-up  Area,CV Raman Nagar,1198.0,2.0,2.0,60.0,2,599.0
Super built-up  Area,Chandapura,1162.5,2.6926096474673513,2.6926096474673513,30.215,3,387.5
Super built-up  Area,Thigalarapalya,1830.0,4.0,4.0,135.0,3,610.0
Super built-up  Area,other,1160.0,2.0,2.0,59.0,2,580.0
Super built-up  Area,other,2070.0,3.0,3.0,135.0,3,690.0
Built-up  Area,Kannamangala,957.0,2.0,2.0,52.5,2,478.5
Super built-up  Area,Bannerghatta Road,1268.0,2.0,2.0,69.0,2,634.0
Super built-up  Area,Bannerghatta Road,1450.0,2.0,2.0,87.0,3,483.3333333333333
Built-up  Area,other,1600.0,2.0,2.0,75.0,3,533.3333333333334
Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,57.0,3,443.3333333333333
Super built-up  Area,Jakkur,1355.0,2.0,2.0,65.0,3,451.6666666666667
Super built-up  Area,other,1100.0,2.0,2.0,38.49,2,550.0
Built-up  Area,other,900.0,1.0,1.0,44.0,2,450.0
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,42.0,2,570.0
Super built-up  Area,Talaghattapura,2106.0,3.0,3.0,148.0,3,702.0
Super built-up  Area,Marathahalli,1602.0,2.0,2.0,104.0,2,801.0
Super built-up  Area,Sarjapur  Road,1660.0,2.0,2.0,116.0,3,553.3333333333334
Super built-up  Area,Electronic City Phase II,1549.0,3.0,3.0,80.0,3,516.3333333333334
Super built-up  Area,Marathahalli,700.0,1.0,1.0,38.0,1,700.0
Super built-up  Area,Balagere,1012.0,2.0,2.0,64.0,2,506.0
Super built-up  Area,Whitefield,1216.0,2.0,2.0,69.0,2,608.0
Super built-up  Area,Electronic City Phase II,1065.0,2.0,2.0,56.13,2,532.5
Super built-up  Area,Thanisandra,1411.0,3.0,3.0,93.15,3,470.3333333333333
Super built-up  Area,other,1400.0,2.0,2.0,57.5,2,700.0
Super built-up  Area,Hoskote,1250.0,3.0,3.0,29.0,3,416.6666666666667
Super built-up  Area,other,1000.0,2.0,2.0,35.0,2,500.0
Super built-up  Area,Panathur,1580.0,3.0,3.0,71.89,3,526.6666666666666
Super built-up  Area,Subramanyapura,1800.0,3.0,3.0,90.0,3,600.0
Super built-up  Area,other,1500.0,2.0,2.0,130.0,2,750.0
Super built-up  Area,Kasavanhalli,1494.0,3.0,3.0,82.0,3,498.0
Super built-up  Area,Bhoganhalli,1949.0,3.0,3.0,129.0,3,649.6666666666666
Super built-up  Area,other,1020.0,2.0,2.0,46.5,2,510.0
Super built-up  Area,Mysore Road,883.0,2.0,2.0,45.0,2,441.5
Super built-up  Area,Yeshwanthpur,1240.0,2.0,2.0,80.0,2,620.0
Super built-up  Area,Hegde Nagar,1835.0,3.0,3.0,88.0,3,611.6666666666666
Built-up  Area,Gottigere,945.0,2.0,2.0,45.0,2,472.5
Super built-up  Area,other,1504.0,2.0,2.0,100.0,3,501.3333333333333
Super built-up  Area,Lakshminarayana Pura,1569.0,3.0,3.0,150.0,3,523.0
Super built-up  Area,Harlur,1755.0,3.0,3.0,130.0,3,585.0
Super built-up  Area,Vijayanagar,1760.0,3.0,3.0,140.0,3,586.6666666666666
Super built-up  Area,Electronics City Phase 1,1450.0,3.0,3.0,72.54,3,483.3333333333333
Super built-up  Area,5th Phase JP Nagar,1000.0,2.0,2.0,48.0,2,500.0
Super built-up  Area,Choodasandra,1215.0,2.0,2.0,59.0,2,607.5
Super built-up  Area,Raja Rajeshwari Nagar,1178.0,2.0,2.0,75.0,2,589.0
Super built-up  Area,other,2040.0,2.0,2.0,59.0,2,1020.0
Super built-up  Area,other,1602.0,2.0,2.0,165.0,3,534.0
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,108.0,3,566.6666666666666
Built-up  Area,Jigani,1200.0,3.0,3.0,65.0,3,400.0
Plot  Area,other,1500.0,3.0,3.0,72.0,3,500.0
Plot  Area,Karuna Nagar,1240.0,3.0,3.0,165.0,3,413.3333333333333
Built-up  Area,other,1280.0,2.0,2.0,48.0,3,426.6666666666667
Super built-up  Area,CV Raman Nagar,1560.0,2.0,2.0,85.0,2,780.0
Super built-up  Area,other,900.0,2.0,2.0,45.0,2,450.0
Super built-up  Area,7th Phase JP Nagar,1850.0,3.0,3.0,155.0,3,616.6666666666666
Built-up  Area,Hennur Road,1831.0,3.0,3.0,110.0,3,610.3333333333334
Super built-up  Area,Sarjapur  Road,1272.5,2.0,2.0,40.72,3,424.1666666666667
Super built-up  Area,Budigere,1820.0,3.0,3.0,85.4,3,606.6666666666666
Super built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,41.0,3,358.3333333333333
Super built-up  Area,Kadugodi,925.0,1.0,1.0,40.7,1,925.0
Super built-up  Area,Electronic City,1140.0,2.0,2.0,70.93,2,570.0
Super built-up  Area,Kaggadasapura,1805.0,2.0,2.0,75.0,3,601.6666666666666
Plot  Area,Bommenahalli,1355.0,3.0,3.0,135.0,4,338.75
Super built-up  Area,Koramangala,1716.0,2.0,2.0,115.0,3,572.0
Super built-up  Area,Chandapura,937.0,2.0,2.0,30.0,2,468.5
Built-up  Area,other,1490.0,2.0,2.0,115.0,3,496.6666666666667
Super built-up  Area,Whitefield,1100.0,2.0,2.0,37.0,2,550.0
Super built-up  Area,Thigalarapalya,1000.0,2.0,2.0,48.53,2,500.0
Super built-up  Area,Kundalahalli,1047.0,2.0,2.0,91.0,2,523.5
Super built-up  Area,Akshaya Nagar,1420.0,2.0,2.0,75.0,3,473.3333333333333
Super built-up  Area,Sarjapur  Road,1539.0,3.0,3.0,85.0,3,513.0
Super built-up  Area,other,1550.0,3.0,3.0,59.0,3,516.6666666666666
Super built-up  Area,Seegehalli,1553.0,3.0,3.0,68.0,3,517.6666666666666
Super built-up  Area,Electronic City Phase II,920.0,2.0,2.0,26.0,2,460.0
Super built-up  Area,other,1740.0,3.0,3.0,120.0,3,580.0
Super built-up  Area,Kundalahalli,1724.0,3.0,3.0,146.0,3,574.6666666666666
Super built-up  Area,other,1020.0,2.0,2.0,60.0,2,510.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,80.0,2,600.0
Built-up  Area,Haralur Road,1140.0,2.0,2.0,58.0,2,570.0
Super built-up  Area,other,550.0,1.0,1.0,16.0,1,550.0
Super built-up  Area,Bannerghatta Road,1450.0,3.0,3.0,44.0,3,483.3333333333333
Super built-up  Area,Kanakpura Road,700.0,2.0,2.0,35.07,2,350.0
Super built-up  Area,Yelahanka,1050.0,2.0,2.0,45.0,2,525.0
Super built-up  Area,other,1492.0,2.0,2.0,65.0,2,746.0
Super built-up  Area,Sarjapur  Road,1489.0,2.0,2.0,82.0,3,496.3333333333333
Super built-up  Area,other,1431.0,3.0,3.0,65.0,3,477.0
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,3.0,114.0,3,560.6666666666666
Super built-up  Area,Panathur,1198.0,2.0,2.0,86.26,2,599.0
Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,69.75,3,516.6666666666666
Super built-up  Area,Sarjapur  Road,539.0,1.0,1.0,45.0,1,539.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,79.55,2,600.0
Super built-up  Area,Sarjapur  Road,1186.0,2.0,2.0,40.0,3,395.3333333333333
Super built-up  Area,Thanisandra,1039.0,2.0,2.0,39.5,2,519.5
Built-up  Area,Brookefield,1225.0,2.0,2.0,66.5,2,612.5
Built-up  Area,Bommanahalli,1350.0,2.0,2.0,72.0,2,675.0
Super built-up  Area,other,1520.0,3.0,3.0,111.0,3,506.6666666666667
Built-up  Area,other,1391.0,2.0,2.0,64.5,3,463.6666666666667
Super built-up  Area,Rachenahalli,1200.0,2.0,2.0,50.0,2,600.0
Super built-up  Area,Yelahanka,1322.0,2.0,2.0,80.0,2,661.0
Super built-up  Area,Whitefield,2173.0,3.0,3.0,128.0,3,724.3333333333334
Super built-up  Area,Sarjapur  Road,1200.0,2.0,2.0,75.0,2,600.0
Super built-up  Area,Devanahalli,698.5,1.0,1.0,28.57,1,698.5
Super built-up  Area,other,1250.0,2.0,2.0,90.0,2,625.0
Built-up  Area,Whitefield,1435.0,3.0,3.0,45.0,3,478.3333333333333
Super built-up  Area,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2,587.5
Built-up  Area,other,900.0,2.0,2.0,33.0,2,450.0
Super built-up  Area,other,1602.0,2.0,2.0,170.0,3,534.0
Super built-up  Area,Thanisandra,1220.0,2.0,2.0,42.0,2,610.0
Super built-up  Area,Sarjapur  Road,2145.0,3.0,3.0,180.0,3,715.0
Super built-up  Area,Bannerghatta Road,960.0,2.0,2.0,58.0,2,480.0
Super built-up  Area,other,907.0,1.0,1.0,38.0,1,907.0
Super built-up  Area,Old Madras Road,1210.0,2.0,2.0,74.0,2,605.0
Super built-up  Area,other,1230.0,2.0,2.0,70.0,2,615.0
Super built-up  Area,5th Phase JP Nagar,1350.0,2.0,2.0,75.0,3,450.0
Super built-up  Area,Kenchenahalli,1150.0,2.0,2.0,58.0,2,575.0
Super built-up  Area,Sarjapur,1404.0,2.0,2.0,53.35,3,468.0
Super built-up  Area,Yelahanka,1285.0,2.0,2.0,56.0,2,642.5
Super built-up  Area,Hormavu,1018.0,2.0,2.0,50.8,2,509.0
Super built-up  Area,other,1600.0,3.0,3.0,95.0,3,533.3333333333334
Super built-up  Area,9th Phase JP Nagar,1480.0,2.0,2.0,80.0,2,740.0
Super built-up  Area,Akshaya Nagar,1435.0,3.0,3.0,53.0,3,478.3333333333333
Super built-up  Area,CV Raman Nagar,1590.0,2.0,2.0,85.0,3,530.0
Super built-up  Area,Kengeri,1741.0,3.0,3.0,80.0,3,580.3333333333334
Super built-up  Area,JP Nagar,1750.0,3.0,3.0,123.0,3,583.3333333333334
Super built-up  Area,Tumkur Road,1027.0,2.0,2.0,60.0,2,513.5
Built-up  Area,other,596.0,2.0,2.0,22.0,2,298.0
Super built-up  Area,Sahakara Nagar,1000.0,2.0,2.0,60.0,2,500.0
Super built-up  Area,Varthur,1120.0,2.0,2.0,44.24,2,560.0
Super built-up  Area,other,1570.0,3.0,3.0,110.0,3,523.3333333333334
Super built-up  Area,Koramangala,1500.0,3.0,3.0,135.0,3,500.0
Built-up  Area,Frazer Town,1315.0,2.0,2.0,140.0,2,657.5
Super built-up  Area,Electronic City Phase II,1140.0,2.0,2.0,33.84,2,570.0
Super built-up  Area,Banashankari,1105.0,2.0,2.0,90.0,2,552.5
Super built-up  Area,Whitefield,905.0,1.0,1.0,62.0,1,905.0
Super built-up  Area,Kudlu Gate,1185.0,2.0,2.0,50.0,2,592.5
Super built-up  Area,other,1458.0,3.0,3.0,60.0,3,486.0
Super built-up  Area,Hormavu,1555.0,3.0,3.0,75.0,3,518.3333333333334
Built-up  Area,other,1200.0,2.0,2.0,45.0,2,600.0
Super built-up  Area,Sarjapur  Road,1308.0,2.0,2.0,58.86,2,654.0
Super built-up  Area,Kudlu,1024.0,2.0,2.0,44.0,2,512.0
Super built-up  Area,Seegehalli,1639.0,3.0,3.0,120.0,3,546.3333333333334
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,87.0,2,616.0
Super built-up  Area,Jakkur,1230.0,2.0,2.0,79.0,2,615.0
Super built-up  Area,other,2120.0,3.0,3.0,177.0,3,706.6666666666666
Super built-up  Area,Electronic City,1096.0,2.0,2.0,40.55,2,548.0
Super built-up  Area,Horamavu Agara,1107.83,2.0,2.0,41.51,2,553.915
Super built-up  Area,Sarjapur  Road,1320.0,2.0,2.0,115.0,2,660.0
Super built-up  Area,8th Phase JP Nagar,1431.5,3.0,3.0,72.02,3,477.1666666666667
Super built-up  Area,Whitefield,1320.0,2.0,2.0,99.26,2,660.0
Built-up  Area,other,1315.0,2.0,2.0,65.0,3,438.3333333333333
Super built-up  Area,other,1000.0,2.0,2.0,44.0,2,500.0
Super built-up  Area,Hosakerehalli,1596.0,3.0,3.0,79.8,3,532.0
Super built-up  Area,Bannerghatta Road,1750.0,3.0,3.0,130.0,3,583.3333333333334
Super built-up  Area,Old Madras Road,1350.0,3.0,3.0,47.25,3,450.0
Super built-up  Area,other,1713.0,3.0,3.0,125.0,3,571.0
Built-up  Area,other,1200.0,2.0,2.0,43.0,2,600.0
Super built-up  Area,Binny Pete,1795.0,3.0,3.0,139.0,3,598.3333333333334
Built-up  Area,Kereguddadahalli,600.0,1.0,1.0,19.5,1,600.0
Super built-up  Area,Hegde Nagar,1965.0,4.0,4.0,132.0,3,655.0
Super built-up  Area,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2,600.0
Super built-up  Area,Jigani,914.0,2.0,2.0,55.0,2,457.0
Super built-up  Area,Whitefield,1485.0,2.0,2.0,96.51,2,742.5
Super built-up  Area,Kanakapura,1460.0,2.0,2.0,43.79,3,486.6666666666667
Super built-up  Area,Thanisandra,1450.0,2.0,2.0,57.0,2,725.0
Built-up  Area,HSR Layout,1360.0,2.0,2.0,53.0,3,453.3333333333333
Super built-up  Area,Uttarahalli,1125.0,2.0,2.0,48.0,2,562.5
Super built-up  Area,7th Phase JP Nagar,1460.0,2.0,2.0,100.0,3,486.6666666666667
Built-up  Area,other,1107.0,2.0,2.0,40.0,2,553.5
Super built-up  Area,Bhoganhalli,1760.0,3.0,3.0,128.0,3,586.6666666666666
Super built-up  Area,other,1600.0,3.0,3.0,112.0,3,533.3333333333334
Super built-up  Area,Whitefield,1755.0,3.0,3.0,101.0,3,585.0
Super built-up  Area,Hulimavu,1200.0,2.0,2.0,50.0,2,600.0
Super built-up  Area,other,1266.67,2.0,2.0,69.0,2,633.335
Super built-up  Area,Mysore Road,1029.5,2.0,2.0,50.855,2,514.75
Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2,564.0
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2,575.5
Super built-up  Area,Electronic City,1017.0,2.0,2.0,27.0,2,508.5
Built-up  Area,Sarjapur  Road,920.0,2.0,2.0,40.0,2,460.0
Super built-up  Area,Munnekollal,1750.0,3.0,3.0,86.5,3,583.3333333333334
Built-up  Area,Dasanapura,1163.0,2.0,2.0,65.0,2,581.5
Super built-up  Area,other,1800.0,3.0,3.0,95.0,3,600.0
Super built-up  Area,CV Raman Nagar,1100.0,2.0,2.0,58.0,2,550.0
Super built-up  Area,other,1410.0,3.0,3.0,65.0,3,470.0
Super built-up  Area,Begur Road,1200.0,2.0,2.0,45.6,2,600.0
Super built-up  Area,Whitefield,1608.0,2.0,2.0,63.0,3,536.0
Super built-up  Area,Kasavanhalli,770.0,1.0,1.0,43.82,1,770.0
Super built-up  Area,Ardendale,1777.26,3.0,3.0,105.0,3,592.42
Super built-up  Area,Kanakpura Road,1339.0,2.0,2.0,85.0,2,669.5
Built-up  Area,other,1080.0,2.0,2.0,44.8,2,540.0
Built-up  Area,Hulimavu,1450.0,3.0,3.0,72.0,3,483.3333333333333
Super built-up  Area,Sarjapur  Road,1163.0,2.0,2.0,62.0,3,387.6666666666667
Built-up  Area,Hebbal,1299.0,2.0,2.0,100.0,2,649.5
Super built-up  Area,JP Nagar,2195.0,2.6926096474673513,2.6926096474673513,152.0,3,731.6666666666666
Super built-up  Area,KR Puram,1140.0,2.0,2.0,43.32,2,570.0
Super built-up  Area,Kanakpura Road,1900.0,3.0,3.0,125.0,3,633.3333333333334
Super built-up  Area,Electronic City,1110.0,2.0,2.0,39.95,2,555.0
Super built-up  Area,other,1089.0,2.0,2.0,60.0,2,544.5
Built-up  Area,Kereguddadahalli,1080.0,2.0,2.0,32.0,2,540.0
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,68.1,2,546.5
Super built-up  Area,Hegde Nagar,1703.0,3.0,3.0,125.0,3,567.6666666666666
Super built-up  Area,Hebbal,1200.0,2.0,2.0,60.0,2,600.0
Super built-up  Area,Marathahalli,1690.0,3.0,3.0,116.0,3,563.3333333333334
Super built-up  Area,Yelahanka,1305.0,2.0,2.0,78.0,2,652.5
Super built-up  Area,other,1194.0,2.0,2.0,55.0,2,597.0
Super built-up  Area,Whitefield,2225.0,3.0,3.0,149.0,3,741.6666666666666
Super built-up  Area,other,1022.0,2.0,2.0,57.0,2,511.0
Built-up  Area,other,1153.0,2.0,2.0,45.0,2,576.5
Built-up  Area,other,1560.0,3.0,3.0,68.0,3,520.0
Super built-up  Area,Billekahalli,1350.0,3.0,3.0,55.0,2,675.0
Super built-up  Area,Chandapura,800.0,2.0,2.0,25.0,2,400.0
Super built-up  Area,Electronic City,2093.0,4.0,4.0,104.0,4,523.25
Super built-up  Area,Bannerghatta Road,1275.0,2.0,2.0,73.0,2,637.5
Super built-up  Area,Begur Road,1215.0,2.0,2.0,43.13,2,607.5
Super built-up  Area,Begur Road,1444.0,2.0,2.0,71.5,3,481.3333333333333
Super built-up  Area,other,950.0,2.0,2.0,38.0,2,475.0
Super built-up  Area,Hennur,1231.0,2.0,2.0,50.0,2,615.5
Super built-up  Area,Yeshwanthpur,1713.0,3.0,3.0,110.0,3,571.0
Built-up  Area,Sonnenahalli,1310.0,2.0,2.0,46.0,3,436.6666666666667
Super built-up  Area,Jalahalli,790.0,2.0,2.0,49.5,2,395.0
Super built-up  Area,Whitefield,1250.0,2.0,2.0,82.0,2,625.0
Built-up  Area,Subramanyapura,1260.0,2.0,2.0,76.0,3,420.0
Super built-up  Area,Rajaji Nagar,1615.0,3.0,3.0,175.0,3,538.3333333333334
Super built-up  Area,Electronic City,1025.0,2.0,2.0,53.9,2,512.5
Super built-up  Area,Sarjapur  Road,1877.0,4.0,4.0,150.0,3,625.6666666666666
Built-up  Area,Lakshminarayana Pura,1649.0,3.0,3.0,150.0,3,549.6666666666666
Built-up  Area,other,1012.0,2.0,2.0,42.0,2,506.0
Super built-up  Area,Green Glen Layout,1680.0,4.0,4.0,95.0,3,560.0
Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,72.0,2,585.5
Super built-up  Area,Tumkur Road,1027.0,2.0,2.0,68.62,2,513.5
Super built-up  Area,Kanakapura,1090.0,2.0,2.0,38.15,2,545.0
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,74.0,2,616.0
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.0,1,525.0
Super built-up  Area,Choodasandra,1254.0,2.0,2.0,65.0,3,418.0
Super built-up  Area,Kanakpura Road,1593.0,3.0,3.0,118.0,3,531.0
Super built-up  Area,other,1333.0,2.0,2.0,77.27,2,666.5
Super built-up  Area,Raja Rajeshwari Nagar,1375.0,2.0,2.0,54.99,3,458.3333333333333
Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3,550.0
Super built-up  Area,Thanisandra,1430.0,2.0,2.0,51.48,3,476.6666666666667
Built-up  Area,Electronic City,940.0,2.0,2.0,54.0,2,470.0
Super built-up  Area,Electronic City,435.0,1.0,1.0,21.0,1,435.0
Super built-up  Area,Begur Road,1160.0,2.0,2.0,36.54,2,580.0
Super built-up  Area,Electronic City,1500.0,2.0,2.0,77.5,3,500.0
Super built-up  Area,Koramangala,1890.0,2.0,2.0,100.0,3,630.0
Super built-up  Area,Whitefield,1495.0,2.6926096474673513,2.6926096474673513,61.28,3,498.3333333333333
Super built-up  Area,Tumkur Road,1459.0,2.0,2.0,95.0,3,486.3333333333333
Super built-up  Area,Yelahanka,1711.0,3.0,3.0,85.61,3,570.3333333333334
Super built-up  Area,Hoodi,1250.0,2.0,2.0,98.0,2,625.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,4.0,160.0,3,690.6666666666666
Plot  Area,Kundalahalli,1600.0,3.0,3.0,170.0,3,533.3333333333334
Super built-up  Area,Kengeri Satellite Town,920.0,2.0,2.0,39.0,2,460.0
Super built-up  Area,Chandapura,778.0,2.0,2.0,25.29,2,389.0
Super built-up  Area,Electronic City,1631.0,3.0,3.0,80.0,3,543.6666666666666
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.5,1,525.0
Built-up  Area,Jalahalli,1395.0,3.0,3.0,82.0,3,465.0
Super built-up  Area,other,2000.0,3.0,3.0,105.0,3,666.6666666666666
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,66.0,2,616.0
Super built-up  Area,Gubbalala,1205.0,2.0,2.0,70.0,2,602.5
Super built-up  Area,other,1179.0,2.0,2.0,55.0,3,393.0
Super built-up  Area,other,1013.0,2.0,2.0,51.0,2,506.5
Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.6,2,580.0
Super built-up  Area,7th Phase JP Nagar,1200.0,2.0,2.0,62.5,2,600.0
Plot  Area,other,1200.0,3.0,3.0,99.0,3,400.0
Super built-up  Area,Marathahalli,1065.0,2.0,2.0,55.0,2,532.5
Built-up  Area,Lakshminarayana Pura,1395.0,2.0,2.0,75.0,2,697.5
Built-up  Area,Hebbal Kempapura,1725.0,2.0,2.0,165.0,3,575.0
Built-up  Area,other,1007.0,2.0,2.0,43.0,2,503.5
Super built-up  Area,Mysore Road,940.0,2.0,2.0,43.61,2,470.0
Super built-up  Area,other,675.0,1.0,1.0,15.0,2,337.5
Super built-up  Area,Hebbal,1390.0,2.0,2.0,95.0,2,695.0
Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,3.0,104.0,3,500.0
Super built-up  Area,Vijayanagar,2047.0,3.0,3.0,136.0,3,682.3333333333334
Super built-up  Area,Jakkur,1202.0,2.0,2.0,79.0,2,601.0
Super built-up  Area,other,1012.0,2.0,2.0,59.0,2,506.0
Super built-up  Area,Gunjur,2132.0,3.0,3.0,80.0,3,710.6666666666666
Super built-up  Area,Harlur,1331.0,2.0,2.0,88.0,2,665.5
Super built-up  Area,other,1280.0,2.0,2.0,49.0,3,426.6666666666667
Super built-up  Area,Balagere,1007.0,2.0,2.0,62.0,2,503.5
Super built-up  Area,Thanisandra,1370.0,2.0,2.0,61.0,3,456.6666666666667
Super built-up  Area,other,925.0,2.0,2.0,35.0,2,462.5
Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1,450.0
Super built-up  Area,Hennur Road,1341.0,2.0,2.0,95.0,2,670.5
Super built-up  Area,Tumkur Road,992.0,2.0,2.0,60.0,2,496.0
Super built-up  Area,Uttarahalli,1163.0,2.0,2.0,68.0,2,581.5
Super built-up  Area,Sarjapur  Road,1229.0,2.0,2.0,70.0,2,614.5
Super built-up  Area,Electronic City Phase II,1219.0,2.0,2.0,61.26,2,609.5
Super built-up  Area,Raja Rajeshwari Nagar,1525.0,2.0,2.0,99.13,3,508.3333333333333
Super built-up  Area,Kasavanhalli,1147.0,2.0,2.0,60.0,2,573.5
Super built-up  Area,Akshaya Nagar,1412.0,2.0,2.0,88.0,3,470.6666666666667
Super built-up  Area,Nagarbhavi,1190.0,2.0,2.0,63.0,2,595.0
Super built-up  Area,Jigani,1352.0,3.0,3.0,65.0,3,450.6666666666667
Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,39.9,3,443.3333333333333
Super built-up  Area,Electronic City,1355.0,2.0,2.0,67.0,2,677.5
Super built-up  Area,Ramamurthy Nagar,1200.0,2.0,2.0,46.0,2,600.0
Built-up  Area,Sarjapur  Road,1342.0,2.0,2.0,70.0,2,671.0
Super built-up  Area,Begur Road,1615.0,3.0,3.0,50.87,3,538.3333333333334
Super built-up  Area,Devanahalli,1080.0,2.0,2.0,52.0,2,540.0
Super built-up  Area,other,1600.0,2.0,2.0,31.0,2,800.0
Super built-up  Area,Electronic City,1200.0,2.0,2.0,34.0,2,600.0
Built-up  Area,other,1605.0,3.0,3.0,65.0,3,535.0
Super built-up  Area,other,1200.0,2.0,2.0,80.0,2,600.0
Super built-up  Area,Chandapura,1230.0,2.0,2.0,31.37,3,410.0
Super built-up  Area,other,946.0,2.0,2.0,45.0,2,473.0
Super built-up  Area,Sarjapur  Road,1711.0,3.0,3.0,110.0,3,570.3333333333334
Super built-up  Area,Chandapura,950.0,2.0,2.0,25.65,2,475.0
Super built-up  Area,Kudlu Gate,1656.0,3.0,3.0,80.0,3,552.0
Super built-up  Area,Uttarahalli,1075.0,2.0,2.0,46.76,2,537.5
Super built-up  Area,other,665.0,1.0,1.0,32.0,1,665.0
Super built-up  Area,Electronics City Phase 1,1145.0,2.0,2.0,54.0,2,572.5
Super built-up  Area,Whitefield,1185.0,2.0,2.0,41.0,2,592.5
Built-up  Area,Marathahalli,1693.0,3.0,3.0,125.0,3,564.3333333333334
Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.6,2,577.5
Super built-up  Area,KR Puram,1200.0,2.0,2.0,42.0,2,600.0
Super built-up  Area,other,1439.0,3.0,3.0,57.23,3,479.6666666666667
Built-up  Area,Yelahanka,1315.0,2.0,2.0,75.0,2,657.5
Super built-up  Area,Vijayanagar,1178.0,2.0,2.0,82.0,2,589.0
Super built-up  Area,Mahadevpura,1400.0,2.0,2.0,65.8,3,466.6666666666667
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,72.0,2,546.5
Super built-up  Area,other,1200.0,2.0,2.0,45.0,2,600.0
Built-up  Area,other,1200.0,2.0,2.0,130.0,3,400.0
Super built-up  Area,Uttarahalli,1150.0,2.0,2.0,70.0,2,575.0
Super built-up  Area,Whitefield,1173.0,2.0,2.0,78.2,2,586.5
Super built-up  Area,Thanisandra,1140.0,2.0,2.0,39.0,2,570.0
Super built-up  Area,other,1717.0,3.0,3.0,120.0,3,572.3333333333334
Super built-up  Area,other,1325.0,2.0,2.0,65.0,2,662.5
Built-up  Area,Hoodi,1370.0,3.0,3.0,67.0,3,456.6666666666667
Super built-up  Area,Electronics City Phase 1,1025.0,2.0,2.0,90.0,2,512.5
Super built-up  Area,Bellandur,1200.0,2.0,2.0,52.0,2,600.0
Super built-up  Area,Thanisandra,1200.0,2.0,2.0,53.5,2,600.0
Super built-up  Area,Whitefield,1740.0,4.0,4.0,130.0,3,580.0
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,88.0,2,616.0
Super built-up  Area,other,1250.0,2.0,2.0,50.0,2,625.0
Built-up  Area,other,1475.0,2.0,2.0,171.0,2,737.5
Super built-up  Area,Bommanahalli,2100.0,4.0,4.0,85.0,4,525.0
Super built-up  Area,Padmanabhanagar,1067.0,2.0,2.0,52.0,2,533.5
Super built-up  Area,Sarjapur,1364.0,2.0,2.0,56.0,3,454.6666666666667
Super built-up  Area,other,1504.0,2.0,2.0,102.0,3,501.3333333333333
Super built-up  Area,Hoskote,1069.0,2.0,2.0,38.0,3,356.3333333333333
Super built-up  Area,Hebbal,1333.0,2.0,2.0,100.0,2,666.5
Super built-up  Area,Thanisandra,1698.0,3.0,3.0,107.0,3,566.0
